item,name
Q4665233,Abdul-Rashid Pelpuo
Q84044419,Abeiku Crentsil
Q27057633,Abena Osei Asare
Q104473249,Adams Abdul Salam
Q105699252,Adelaide Ntim
Q104091419,Agnes Naa Momo Lartey
Q61694536,Ahmed Ibrahim
Q104054230,Akanvariva Lydia Lamisi
Q61694718,Akuka Albert Alalzuuga
Q105712680,Akwasi Boateng
Q104698753,Akwasi Konadu
Q38803881,Alex Adomako-Mensah
Q104054147,Alex Blankson
Q61694538,Alex Tetteh Djornobuah
Q26464946,Alexander Afenyo-Markin
Q61694541,Alexander Roosevelt Hottordze
Q4723552,Alfred Oko Vanderpuije
Q16146239,Alhassan Bashir Fuseini
Q104704579,Alhassan Kobina Ghansah
Q16146242,Alhassan Sayibu Suhuyini
Q113708577,Alhassan Tampuli Sulemana
Q27975634,Ama Pomaa Boateng
Q459187,Ambrose Dery
Q61686734,Andrew Asiamah Amoako
Q61694545,Andrew Dari Chiwitey
Q61694546,Andy Kwame Appiah-Kubi
Q61694547,Angela Oforiwa Alorwu-Tay
Q61694720,Augustine Collins Ntim
Q61694551,Augustine Tawiah
Q16733370,Bede Ziedeng
Q30688553,Benito Owusu Bio
Q61694557,Benjamin Komla Kpodo
Q61694558,Benjamin Yeboah Sekyere
Q61694559,Benson Tongo Baba
Q61694560,Bernard Ahiafor
Q57915355,Betty Crosby Mensah
Q61694563,Bright Wireko-Brobby
Q34199479,Bryan Acheampong
Q34505430,Carlos Kingsley Ahenkorah
Q61694564,Cassiel Ato Forson
Q61694566,Charles Agbeve
Q61694569,Christian Corleytey Otuteye
Q61694570,Clement Abas Apaak
Q5131978,Cletus Apul Avoka
Q104054167,Collins Adomako-Mensah
Q5147367,Collins Dauda
Q26899268,Comfort Doyoe Cudjoe-Ghansah
Q58174790,Cynthia Mamle Morrison
Q104345150,Dakoa Newman
Q1160142,Daniel Botwe
Q26923790,Della Sowah
Q61694577,Dominic Akuritinga Ayine
Q61694576,Dominic Napare
Q30323575,Dominic Nitiwul
Q104374139,Dorcas Affo-Toffey
Q59698493,Dzifa Gomashie
Q61694579,Ebenezer Kojo Kum
Q16733482,Ebenezer Okletey Terlabi
Q61694581,Edward Abambire Bawa
Q16734231,Edwin Nii Lante Vanderpuye
Q30302039,Egyapa Mercer
Q16733634,Elizabeth Ofosu-Agyare
Q61694586,Elvis Morris Donkoh
Q30674983,Emmanuel Adjei Anhwere
Q61694725,Emmanuel Akwasi Gyamfi
Q5373131,Emmanuel Armah Kofi Buah
Q61694590,Emmanuel Kwasi Bedzrah
Q61694591,Emmanuel Marfo
Q61679998,Eric Afful
Q61694726,Eric Opoku
Q61694595,Ernest Henry Norgbey
Q61694727,Eugene Boakye Antwi
Q61694597,Evans Bobie Opoku
Q104527866,Farouk Aliu Mahama
Q43377247,Francis Asenso-Boakye
Q61694603,Francis Manu-Adabor
Q104247433,Francis Xavier Kojo Sosu
Q20119890,Francisca Oteng-Mensah
Q58494542,Frank Annoh Dompreh
Q26899153,Freda Akosua Prempeh
Q113643608,Frederick Obeng Adom
Q61694604,Frimpong Yaw Addo
Q61694606,Geoffrey Kini
Q61694608,George Kwame Aboagye
Q61694609,George Mireku Duker
Q105713094,George Takyi
Q35563083,Gifty Twum Ampofo
Q104054581,Gizella Tetteh Agbotui
Q113687161,Godfred Seidu Jasaw
Q104626431,Habib Iddrisu
Q61694752,Hardi Tufeiru Mohammed
Q109651136,Haruna Iddrisu
Q110737231,Haruna Seidu
Q16192857,Helen Adjoa Ntoso
Q61694612,Henry Quartey
Q83624340,Ibrahim Murtala Muhammed
Q1657330,Ignatius Baffour-Awuah
Q61694614,Isaac Adjei Mensah
Q61694730,Isaac Adongo
Q104374135,Isaac Ashai Odamtten
Q33108613,Isaac Kwame Asiamah
Q105699250,Isaac Yaw Opoku
Q61694520,James Agalga
Q61694615,James Klutse Avedzi
Q1691433,Joe Ghartey
Q61694617,John Frimpong Osei
Q43396440,John Jinapor
Q104451618,John Kumah
Q61694618,John Kwabena Bless Oti
Q61694622,John Ntim Fordjour
Q30160145,John Peter Amewu
Q61694623,Johnson Kwaku Adu
Q113647952,Joseph Akuerteh
Q113675501,Joseph Betino
Q61694627,Joseph Cudjoe
Q113639980,Joseph Frempong
Q28377798,Joseph Osei Owusu
Q57915843,Joycelyn Tetteh
Q28223333,Kennedy Agyapong
Q61694632,Kennedy Nyarko Osei
Q104956485,Kingsley Nyarko
Q61694633,Kobena Mensah Wisdom Woyome
Q17386197,Kobina Tahir Hammond
Q104442715,Kofi Adams
Q113543383,Kofi Ahenkorah Marfo
Q104696363,Kofi Amankwa-Manu
Q104708409,Kofi Arko Nokoe
Q61694634,Kofi Okyere-Agyekum
Q20202651,Kojo Oppong Nkrumah
Q61694638,Kwabena Amankwa Asiamah
Q21908926,Kwabena Donkor
Q61694640,Kwabena Mintah Akandoh
Q16731126,Kwabena Okyere Darko-Mensah
Q105836812,Kwadjo Asante
Q61694645,Kwadwo Nyanpon Aboagye
Q48772825,Kwaku Afriyie
Q28741196,Kwaku Agyemang-Manu
Q61694648,Kwaku Agyenim-Boateng
Q61694649,Kwaku Ampratwum-Sarpong
Q61694742,Kwaku Asante-Boateng
Q43182802,Kwaku Kwarteng
Q59180272,Kwame Anyimadu Antwi
Q61694653,Kwame Governs Agbodza
Q61694654,Kwame Twumasi Ampofo
Q104552355,Kwamena Minta Nyarku
Q28606407,Kwasi Ameyaw-Cheremeh
Q61694656,Kwasi Boateng Adjei
Q61694735,Kweku George Ricketts-Hagan
Q33134598,Kwesi Amoako Atta
Q61694769,Laadi Ayii Ayamba
Q104224062,Lariba Abudu
Q61694659,Linda Obenewaa Akweley Ocloo
Q61697679,Lydia Seyram Alhassan
Q6732981,Mahama Ayariga
Q61694663,Mark Kurt Nawaane
Q113483572,Martin Kwaku Adjei-Mensah Korsah
Q28677017,Matthew Opoku Prempeh
Q26899283,Mavis Hawa Koomson
Q57915895,Mavis Nkansah Boadu
Q55583739,Mohammed Abdul Aziz
Q105091518,Mohammed Adams Sukparu
Q104247981,Mohammed Adamu Ramadan
Q61694772,Muhammad Bawah Braimah
Q16733008,Muntaka Mohammed Mubarak
Q58175406,Naana Eyiah Quansah
Q57915909,Nana Ama Dokua Asiamah Adjei
Q61694671,Nana Ayew Afriye
Q61694755,Naser Toure Mahama
Q105699251,Nelson Kyeremeh
Q104707788,Nicholas Amankwah
Q104031591,Ophelia Hayford
Q35562144,Osei Bonsu Amoah
Q26899146,Patricia Appiagyei
Q104054112,Patrick Banor
Q61694675,Patrick Boakye-Yiadom
Q61694678,Patrick Yaw Boamah
Q104444622,Peter Lanchene Toobu
Q61694682,Peter Nortsu-Kotoe
Q61694683,Peter Yaw Kwakye-Ackah
Q61694684,Philip Basoah
Q16734040,Queenster Maame Pokua Sawyerr
Q61679882,Richard Acheampong
Q104783321,Richard Kwame Sefe
Q104284952,Rita Naa Odoley Sowah
Q106613057,Robert Wisdom Cudjoe
Q61694690,Rockson-Nelson Etse Kwami Dafeamekpor
Q61694693,Sampson Ahi
Q43371374,Samuel Abu Jinapor
Q33129374,Samuel Atta Akyea
Q61694695,Samuel Atta Mills
Q22231171,Samuel Nartey George
Q21062553,Samuel Okudzeto Ablakwa
Q83628051,Sanja Nanja
Q20898403,Sarah Adwoa Sarfo
Q104031634,Shiela Bartels
Q43388749,Solomon Namliit Boar
Q61694703,Sophia Karen Edem Ackuaku
Q104520996,Stephen Amoah
Q110802775,Stephen Jalulah
Q61694707,Suleman Adamu Sanid
Q104649268,Theresa Lardi Awuni
Q61694709,Thomas Nyarko Ampem
Q58010409,Tina Gifty Naa Ayele Mensah
Q21063772,Ursula Owusu
Q84360315,Ussif Mustapha
Q104380397,Vincent Ekow Assafuah
Q84056502,Vincent Oppong Asamoah
Q61694741,William Owuraku Aidoo
Q83796205,Wisdom Gidisu
Q61694716,Yaw Osei Adutwum
Q61694778,Yusif Sulemana
Q105722508,Yves Hanson-Nortey
Q23541289,Zanetor Agyeman-Rawlings
Q104538322,Zuwera Ibrahimah
